284,110403636
285,110217523
286,110032413
287,109848304
288,109665195
289,109483088
290,109301981
291,109121876
292,108942773
293,108764671
294,108587569
295,108411467
296,108236365
297,108062265
298,107889166
299,107717068
300,107545970
301,107375874
302,107206778
303,107038682
304,106871588
305,106705494
306,106540400
307,106376306
308,106213213
309,106051121
310,105890032
311,105729944
312,105570857
313,105412770
314,105255684
315,105099599
316,104944515
317,104790433
318,104637352
319,104485272
320,104334192
321,104184113
322,104035034
323,103886957
324,103739881
325,103593805
326,103448729
327,103304653
328,103161578
329,103019503
330,102878430
331,102738358
332,102599288
333,102461218
334,102324149
335,102188082
336,102053016
337,101918952
338,101785890
339,101653829
340,101522768
341,101392709
342,101263651
343,101135594
344,101008538
345,100882483
346,100757428
347,100633375
348,100510322
349,100388269
350,100267216
351,100147163
352,100028110
353,99910058
354,99793008
355,99676958
356,99561908
357,99447859
358,99334812
359,99222766
360,99111720
361,99001674
362,98892628
363,98784584
364,98677540
365,98571496
366,98466453
367,98362410
368,98259368
369,98157326
370,98056285
371,97956245
372,97857207
373,97759171
374,97662135
375,97566099
376,97471064
377,97377029
378,97283994
379,97191961
380,97100929
381,97010899
382,96921871
383,96833844
384,96746819
385,96660795
386,96575771
387,96491748
388,96408726
389,96326705
390,96245685
391,96165665
392,96086647
393,96008630
394,95931613
395,95855597
396,95780582
397,95706567
398,95633553
399,95561540
400,95490528
401,95420516
402,95351504
403,95283492
404,95216480
405,95150470
406,95085462
407,95021454
408,94958447
409,94896441
410,94835437
411,94775433
412,94716429
413,94658425
414,94601422
415,94545419
416,94490418
417,94436417
418,94383417
419,94331417
420,94280417
421,94230417
422,94181419
423,94133422
424,94086426
425,94040430
426,93995434
427,93951438
428,93908445
429,93866454
430,93825464
431,93785474
432,93746485
433,93708496
434,93671507
435,93635518
436,93600531
437,93566545
438,93533559
439,93501573
440,93470587
441,93440602
442,93411617
443,93383633
444,93356650
445,93330667
446,93305684
447,93281701
448,93258718
449,93236737
450,93215756
451,93195775
452,93176795
453,93158815
454,93141837
455,93125860
456,93110884
457,93096909
458,93083936
459,93071963
460,93060990
461,93051018
462,93042046
463,93034074
464,93027103
465,93021136
466,93016169
467,93012202
468,93009235
469,93007268
470,93006301
471,93006334
472,93007367
473,93009400
474,93012435
475,93016471
476,93021508
477,93027547
478,93034587
479,93042627
480,93051667
481,93061709
482,93072751
483,93084794
484,93097838
485,93111882
486,93126927
487,93142972
488,93160017
489,93178064
490,93197111
491,93217158
492,93238206
493,93260256
494,93283306
495,93307356
496,93332407
497,93358458
498,93385510
499,93413563
500,93442618
501,93472675
502,93503732
503,93535789
504,93568846
505,93602903
506,93637960
507,93674017
508,93711074
509,93749132
510,93788190
511,93828249
512,93869308
513,93911368
514,93954428
515,93998490
516,94043552
517,94089614
518,94136676
519,94184738
520,94233800
521,94283863
522,94334927
523,94386993
524,94440060
525,94494129
526,94549199
527,94605271
528,94662344
529,94720420
530,94779497
531,94839574
532,94900651
533,94962729
534,95025807
535,95089885
536,95154965
537,95221045
538,95288126
539,95356207
540,95425289
541,95495372
542,95566455
543,95638538
544,95711622
545,95785707
546,95860793
547,95936879
548,96013965
549,96092051
550,96171137
551,96251224
552,96332311
553,96414400
554,96497489
555,96581578
556,96666667
557,96752756
558,96839846
559,96927940
560,97017036
561,97107132
562,97198229
563,97290326
564,97383423
565,97477522
566,97572621
567,97668720
568,97765819
569,97863920
570,97963021
571,98063125
572,98164229
573,98266333
574,98369438
575,98473543
576,98578648
577,98684753
578,98791859
579,98899965
580,99009072
581,99119181
582,99230291
583,99342402
584,99455515
585,99569628
586,99684741
587,99800854
588,99917967
589,100036081
590,100155195
591,100275310
592,100396425
593,100518541
594,100641657
595,100765774
596,100890892
597,101017010
598,101144130
599,101272251
600,101401372
601,101531493
602,101662615
603,101794737
604,101927859
605,102061981
606,102197103
607,102333225
608,102470347
609,102608470
610,102747593
611,102887718
612,103028843
613,103170969
614,103314096
615,103458223
616,103603352
617,103749484
618,103896616
619,104044749
620,104193882
621,104344015
622,104495149
623,104647284
624,104800419
625,104954554
626,105109689
627,105265825
628,105422961
629,105581097
630,105740233
631,105900369
632,106061505
633,106223641
634,106386778
635,106550915
636,106716052
637,106882190
638,107049328
639,107217466
640,107386605
641,107556744
642,107727884
643,107900025
644,108073166
645,108247308
646,108422450
647,108598592
648,108775735
649,108953879
650,109133023
651,109313167
652,109494312
653,109676458
654,109859604
655,110043750
656,110228896
657,110415043
658,110602191
659,110790339
660,110979487
661,111169635
662,111360784
663,111552935
664,111746086
665,111940239
666,112135393
667,112331547
668,112528701
669,112726855
670,112926009
671,113126163
672,113327317
673,113529471
674,113732626
675,113936782
676,114141939
677,114348096
678,114555254
679,114763412
680,114972570
681,115182729
682,115393888
683,115606047
684,115819207
685,116033367
686,116248528
687,116464690
688,116681852
689,116900014
690,117119176
691,117339338
692,117560500
693,117782662
694,118005826
695,118229990
696,118455154
697,118681319
698,118908485
699,119136651
700,119365817
701,119595984
702,119827151
703,120059319
704,120292487
705,120526655
706,120761823
707,120997992
708,121235161
709,121473331
710,121712502
711,121952673
712,122193846
713,122436019
714,122679193
715,122923367
716,123168542
717,123414717
718,123661893
719,123910070
720,124159247
721,124409424
722,124660601
723,124912779
724,125165958
725,125420138
726,125675320
727,125931502
728,126188684
729,126446866
730,126706049
731,126966232
732,127227415
733,127489598
734,127752781
735,128016965
736,128282150
737,128548335
738,128815520
739,129083705
740,129352890
741,129623075
742,129894260
743,130166445
744,130439630
745,130713816
746,130989002
747,131265189
748,131542377
749,131820566
750,132099755
751,132379944
752,132661133
753,132943323
754,133226514
755,133510705
756,133795897
757,134082089
758,134369281
759,134657473
760,134946665
761,135236858
762,135528051
763,135820245
764,136113439
765,136407633
766,136702828
767,136999024
768,137296221
769,137594419
770,137893617
771,138193815
772,138495013
773,138797211
774,139100409
775,139404608
776,139709809
777,140016011
778,140323213
779,140631415
780,140940617
781,141250821
782,141562026
783,141874232
784,142187438
785,142501644
786,142816850
787,143133056
788,143450263
789,143768471
790,144087680
791,144407889
792,144729098
793,145051307
794,145374517
795,145698728
796,146023939
797,146350152
798,146677365
799,147005579
800,147334793
801,147665007
802,147996222
803,148328437
804,148661652
805,148995868
806,149331084
807,149667300
808,150004517
809,150342734
810,150681951
811,151022168
812,151363386
813,151705604
814,152048822
815,152393040
816,152738258
817,153084476
818,153431694
819,153779912
820,154129130
821,154479348
822,154830566
823,155182784
824,155536002
825,155890220
826,156245438
827,156601656
828,156958875
829,157317095
830,157676315
831,158036535
832,158397757
833,158759979
834,159123202
835,159487425
836,159852650
837,160218875
838,160586101
839,160954327
840,161323553
841,161693779
842,162065007
843,162437235
844,162810463
845,163184692
846,163559921
847,163936150
848,164313379
849,164691608
850,165070837
851,165451067
852,165832298
853,166214529
854,166597760
855,166981991
856,167367223
857,167753455
858,168140687
859,168528919
860,168918151
861,169308383
862,169699618
863,170091853
864,170485088
865,170879323
866,171274560
867,171670797
868,172068034
869,172466273
870,172865513
871,173265753
872,173666993
873,174069233
874,174472473
875,174876713
876,175281953
877,175688196
878,176095440
879,176503685
880,176912931
881,177323177
882,177734424
883,178146671
884,178559918
885,178974165
886,179389412
887,179805660
888,180222908
889,180641157
890,181060407
891,181480657
892,181901908
893,182324159
894,182747410
895,183171662
896,183596914
897,184023167
898,184450420
899,184878673
900,185307926
901,185738179
902,186169432
903,186601685
904,187034939
905,187469193
906,187904447
907,188340702
908,188777957
909,189216212
910,189655467
911,190095722
912,190536977
913,190979232
914,191422488
915,191866744
916,192312000
917,192758256
918,193205514
919,193653773
920,194103033
921,194553293
922,195004555
923,195456817
924,195910081
925,196364345
926,196819609
927,197275873
928,197733137
929,198191401
930,198650665
931,199110929
932,199572193
933,200034458
934,200497723
935,200961988
936,201427254
937,201893520
938,202360786
939,202829053
940,203298321
941,203768589
942,204239857
943,204712125
944,205185393
945,205659662
946,206134932
947,206611203
948,207088474
949,207566745
950,208046016
951,208526288
952,209007560
953,209489833
954,209973108
955,210457383
956,210942659
957,211428936
958,211916213
959,212404492
960,212893771
961,213384050
962,213875329
963,214367608
964,214860887
965,215355166
966,215850446
967,216346726
968,216844007
969,217342288
970,217841569
971,218341850
972,218843131
973,219345413
974,219848695
975,220352977
976,220858259
977,221364541
978,221871824
979,222380108
980,222889392
981,223399677
982,223910962
983,224423247
984,224936532
985,225450818
986,225966106
987,226482395
988,226999684
989,227517973
990,228037262
991,228557551
992,229078841
993,229601131
994,230124422
995,230648714
996,231174006
997,231700298
998,232227590
999,232755882
